Current Time,Latitude,Longitude,Time,Altitude,Velocity,Satelites,Acceleration,Temperature,GyroX,,,,
2019-05-18 16:05,46.004539,-72.732666,120.298,1.84,0.48152,8,10.08,34.16,0,,,,
2019-05-18 16:05,46.004539,-72.732666,120.369,1.55,0.48152,8,10.04,34.16,0,,,,
2019-05-18 16:05,46.004539,-72.732666,120.443,1.49,0.48152,8,10.03,34.17,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,120.513,1.88,0.48152,8,10.06,34.15,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,120.587,1.48,0.48152,8,10.06,34.17,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,120.659,1.7,0.48152,8,10.06,34.16,0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,120.729,1.5,0.48152,8,10.06,34.17,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,120.801,1.63,0.48152,8,10.04,34.16,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,120.948,1.45,0.48152,8,10.05,34.16,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.019,1.69,0.48152,8,10.06,34.16,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,121.122,1.63,0.48152,8,10.07,34.17,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,121.164,1.89,0.48152,8,10.04,34.15,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.239,1.66,0.48152,8,10.06,34.17,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.31,1.5,0.48152,8,10.05,34.17,0,,,,
2019-05-18 16:05,46.004539,-72.732666,121.164,1.89,0.48152,8,10.04,34.15,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.239,1.66,0.48152,8,10.06,34.17,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.31,1.5,0.48152,8,10.05,34.17,0,,,,
2019-05-18 16:05,46.004539,-72.732666,121.164,1.89,0.48152,8,10.04,34.15,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.239,1.66,0.48152,8,10.06,34.17,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,121.31,1.5,0.48152,8,10.05,34.17,0,,,,
2019-05-18 16:05,46.004539,-72.732666,121.381,1.32,0.48152,8,10.03,34.17,0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,121.452,1.45,0.48152,8,10.04,34.17,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,121.525,1.6,0.48152,8,10.04,34.17,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,121.599,1.52,0.48152,8,10.07,34.17,0,,,,
2019-05-18 16:05,46.004539,-72.732666,121.741,1.5,0.48152,8,10.03,34.18,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,121.812,1.83,0.48152,8,10.06,34.16,0,,,,
2019-05-18 16:05,46.004539,-72.732666,122.031,1.54,0.48152,8,10.05,34.18,0,,,,
2019-05-18 16:05,46.004539,-72.732666,122.102,1.8,0.48152,8,10.06,34.17,-0.0625,,,,
